Gene_ID,Corrected p-value,p-value,FCAbsolute,regulation,Symbol,Definition
4850541|105083,0.003774402,7.82E-04,2.086774,up,Pelo,"Mus musculus pelota homolog (Drosophila) (Pelo), mRNA."
6650678,0.019756781,0.005193678,19.72554,up,scl0003176.1_43,
"510731,4120037,6620288,4730224|170753",0.002102841,4.07E-04,36.65534,up,Zfp704,"Mus musculus zinc finger protein 704 (Zfp704), mRNA."
4200653|228607,0.002002198,2.29E-04,2.382152,down,D430028G21Rik,"Mus musculus RIKEN cDNA D430028G21 gene (D430028G21Rik), mRNA."
160201,0.002002198,3.28E-04,11.894981,up,4930533K18Rik,
70184,0.003053254,6.16E-04,3.6736875,down,Mapk8,
110475,0.01206512,0.002936089,10.006713,down,6330510M13Rik,
6650156|77619,0.026117645,0.007196009,3.0849395,up,Prelid2,"Mus musculus PRELI domain containing 2 (Prelid2), mRNA."
3120767|67939,0.003699069,7.64E-04,2.1964812,down,Ncrna00117,"Mus musculus non-protein coding RNA 117 (Ncrna00117), mRNA."
4260709|227753,0.00503445,0.001084023,118.66721,up,Gsn,"Mus musculus gelsolin (Gsn), mRNA."
2900403,0.026652174,0.007364873,5.595256,up,E430033B07Rik,
6400687,0.002002198,9.78E-05,3.7077944,down,scl0002007.1_97,
130634|74747,0.002002198,3.63E-04,21.537773,up,Ddit4,"Mus musculus DNA-damage-inducible transcript 4 (Ddit4), mRNA."
4570131|54447,0.009495653,0.002235532,8.612126,down,Asah2,"Mus musculus N-acylsphingosine amidohydrolase 2 (Asah2), mRNA."
3310379|85305,0.002002198,3.51E-04,2.805373,up,Kars,"Mus musculus lysyl-tRNA synthetase (Kars), mRNA."
290678,0.012699067,0.003109098,2.3483362,down,Lrrfip2,
1260209,0.023639642,0.006408629,3.566111,down,H2ls,
6020577|70348,0.030202888,0.008524297,4.3000755,up,Ube2cbp,"Mus musculus ubiquitin-conjugating enzyme E2C binding protein (Ube2cbp), mRNA."
5490390|19899,2.51E-04,1.30E-06,3.7969086,up,Rpl18,"Mus musculus ribosomal protein L18 (Rpl18), mRNA."
2370400|77090,0.049267314,0.015199081,2.3686235,down,Ocel1,"Mus musculus occludin/ELL domain containing 1 (Ocel1), mRNA."
4200014,0.018301103,0.004759653,15.283154,down,D130086K05Rik,
4290088,0.022277469,0.005976759,2.0927696,up,Mark3,
3370546|14208,0.01540072,0.00388638,2.4766471,up,Ppm1g,"Mus musculus protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform (Ppm1g), mRNA."
6370369|223773,0.007170834,0.001622861,3.6767209,up,Zbed4,"Mus musculus zinc finger, BED domain containing 4 (Zbed4), mRNA."
"2320392,4290601|68153",0.012008993,0.002921041,2.146038,up,Gtf2e2,"Mus musculus general transcription factor II E, polypeptide 2 (beta subunit) (Gtf2e2), mRNA."
"1090180,1230452|11857",0.027510898,0.007638777,2.452167,up,Arhgdib,"Mus musculus Rho, GDP dissociation inhibitor (GDI) beta (Arhgdib), mRNA."
"1820037,5890414|70784",0.01860555,0.004856056,8.900344,up,Rasl12,"Mus musculus RAS-like, family 12 (Rasl12), mRNA."
5490653|435912,0.00522793,0.001132035,3.1093795,up,LOC435912,"PREDICTED: Mus musculus similar to Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma) (LOC435912), mRNA."
1430091|56317,0.02658055,0.007343543,2.388902,up,Anapc7,"Mus musculus anaphase promoting complex subunit 7 (Anapc7), mRNA."
"1430441,5910241,2690435|18616",0.001798652,3.30E-05,81.14295,up,Peg3,"Mus musculus paternally expressed 3 (Peg3), mRNA."
"2350703,1470528|15374",2.70E-04,1.55E-06,8.75777,up,Hn1,"Mus musculus hematological and neurological expressed sequence 1 (Hn1), mRNA."
150528|66359,0.002002198,3.67E-04,2.078925,down,2310005N03Rik,"Mus musculus RIKEN cDNA 2310005N03 gene (2310005N03Rik), mRNA."
1740050|70099,0.003798429,7.88E-04,14.188178,up,Smc4,"Mus musculus structural maintenance of chromosomes 4 (Smc4), mRNA. XM_919209"
4280402|13849,0.01120129,0.002701246,13.530173,down,Ephx1,"Mus musculus epoxide hydrolase 1, microsomal (Ephx1), mRNA."
1170576|546383,0.00900455,0.00210272,16.205017,up,LOC546383,"PREDICTED: Mus musculus similar to zinc finger, ZZ domain containing 3 (LOC546383), misc RNA."
2900139|218793,0.002002198,4.36E-05,15.714163,down,Ube2e2,"Mus musculus ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast) (Ube2e2), mRNA."
1780341|16667,0.002137113,4.14E-04,85.727554,up,Krt17,"Mus musculus keratin 17 (Krt17), mRNA."
5270504|212980,0.021935502,0.005871127,3.07055,down,Slc45a3,"Mus musculus solute carrier family 45, member 3 (Slc45a3), mRNA."
"4490500,1030519|15902",0.00991574,0.002350209,3.6211278,down,Id2,"Mus musculus inhibitor of DNA binding 2 (Id2), mRNA."
1300736|68972,0.02148447,0.005726167,4.5664277,down,Tatdn3,"PREDICTED: Mus musculus TatD DNase domain containing 3 (Tatdn3), mRNA."
6450687,0.02223062,0.005960866,2.781412,up,Abi3,
"110465,3130619|18541",0.017112376,0.004398515,3.7433856,up,Pcnt,"Mus musculus pericentrin (kendrin) (Pcnt), transcript variant 1, mRNA."
360403|74451,0.00187932,3.55E-05,2.0705621,up,Pgs1,"Mus musculus phosphatidylglycerophosphate synthase 1 (Pgs1), mRNA."
4060102|12826,0.010000006,0.002372206,6.3860598,up,Col4a1,"Mus musculus procollagen, type IV, alpha 1 (Col4a1), mRNA."
"1090452,430072|76612",0.007415767,0.001685801,12.714436,up,Lrrc27,"Mus musculus leucine rich repeat containing 27 (Lrrc27), mRNA."
7380274|15388,0.009505655,0.002238436,2.4002466,up,Hnrpl,"Mus musculus heterogeneous nuclear ribonucleoprotein L (Hnrpl), mRNA."
7330424|108673,0.008270358,0.00190974,2.557213,up,Ccdc86,"Mus musculus coiled-coil domain containing 86 (Ccdc86), mRNA."
"3440689,6510201,3390136|237320",0.002002198,1.23E-04,6.8809967,down,Aldh8a1,"Mus musculus aldehyde dehydrogenase 8 family, member A1 (Aldh8a1), mRNA."
"5260528,5360653|67501",0.030317752,0.008564609,2.091457,up,Ccdc50,"Mus musculus coiled-coil domain containing 50 (Ccdc50), transcript variant 1, mRNA."
6380500,0.038961302,0.011498921,2.2732873,up,Tbl2,
"4490072,6760475|13480",0.025100848,0.006862123,5.0033803,down,Dpm1,"Mus musculus dolichol-phosphate (beta-D) mannosyltransferase 1 (Dpm1), mRNA."
"20301,2940221|74195",0.002002198,2.40E-04,2.657937,up,Elp3,"Mus musculus elongation protein 3 homolog (S. cerevisiae) (Elp3), mRNA."
3180750|13170,2.59E-04,1.43E-06,20.01704,down,Dbp,"Mus musculus D site albumin promoter binding protein (Dbp), mRNA."
150689,0.029082835,0.008160222,2.7317154,down,B230210A04Rik,
870593,0.04277989,0.012807854,2.7079897,down,9626100_15,
3930039|109077,0.009680951,0.002287558,2.6431403,up,Ints5,"Mus musculus integrator complex subunit 5 (Ints5), mRNA."
3870561|60533,0.002002198,9.16E-05,8.015795,up,Cd274,"Mus musculus CD274 antigen (Cd274), mRNA."
"7380280,3420475,2320086|67515",0.003695266,7.63E-04,2.450497,down,Ttc33,"Mus musculus tetratricopeptide repeat domain 33 (Ttc33), mRNA."
870711|234724,8.27E-08,6.46E-11,452.7871,down,Tat,"Mus musculus tyrosine aminotransferase (Tat), nuclear gene encoding mitochondrial protein, mRNA."
3120520,0.010434628,0.002487986,2.4627512,down,mtDNA_ND5,
4220433|53356,0.002436866,4.80E-04,3.1926587,up,Eif3g,"Mus musculus eukaryotic translation initiation factor 3, subunit G (Eif3g), mRNA."
6900750|20401,0.0110148,0.002651493,18.41615,up,Sh3bp1,"Mus musculus SH3-domain binding protein 1 (Sh3bp1), mRNA."
4540372|100046802,0.006490486,0.00145199,122.06245,up,LOC100046802,"PREDICTED: Mus musculus similar to Inhbb protein (LOC100046802), mRNA."
6180608|225994,0.04575311,0.013874045,3.4058325,down,BC016495,"Mus musculus cDNA sequence BC016495 (BC016495), mRNA."
670291|18969,0.004709462,0.001003692,8.103887,up,Pola2,"Mus musculus polymerase (DNA directed), alpha 2 (Pola2), mRNA."
4670451|69639,0.002353476,4.61E-04,3.587274,up,Exosc8,"Mus musculus exosome component 8 (Exosc8), mRNA."
"2340040,2230184,4210307,4640193|69834",0.005955308,0.001312625,5.3540115,down,Rab43,"Mus musculus RAB43, member RAS oncogene family (Rab43), transcript variant 1, mRNA.///Mus musculus RAB43, member RAS oncogene family (Rab43), transcript variant 2, mRNA."
"5080373,7650367|234878",2.59E-04,1.42E-06,113.52668,down,BC021891,"Mus musculus cDNA sequence BC021891 (BC021891), mRNA."
840541|20459,1.29E-06,1.57E-09,95.02727,down,Ptk6,"Mus musculus PTK6 protein tyrosine kinase 6 (Ptk6), mRNA."
4730202|71874,0.009530107,0.00224447,95.54638,up,2310007B03Rik,"Mus musculus RIKEN cDNA 2310007B03 gene (2310007B03Rik), mRNA."
"5860709,5700348,360181|11819",0.04539586,0.013732881,28.646381,down,Nr2f2,"Mus musculus nuclear receptor subfamily 2, group F, member 2 (Nr2f2), transcript variant 2, mRNA."
6520274,0.002002198,3.18E-04,3.0187256,down,scl0001546.1_9,
"1580632,1010594,990259|108000",0.002002198,2.87E-04,6.6962733,up,Cenpf,"Mus musculus centromere protein F (Cenpf), mRNA.///PREDICTED: Mus musculus centromere autoantigen F, transcript variant 3 (Cenpf), mRNA."
4640041|64385,0.003769586,7.81E-04,6626.874,down,Cyp4f14,"Mus musculus cytochrome P450, family 4, subfamily f, polypeptide 14 (Cyp4f14), mRNA."
4560601|16414,0.002711141,5.39E-04,4.4761786,up,Itgb2,"Mus musculus integrin beta 2 (Itgb2), mRNA."
"6980113,5390240|11813",0.002564955,5.08E-04,2.6838286,up,Apoc2,"Mus musculus apolipoprotein C-II (Apoc2), mRNA."
780520,0.016742172,0.004294156,26.724169,up,LOC384338,
630615,0.008555115,0.00198391,2.5659606,up,Mtf2,
"3180403,430142|100608",0.004195761,8.80E-04,3.231597,up,Noc4l,"Mus musculus nucleolar complex associated 4 homolog (S. cerevisiae) (Noc4l), mRNA."
4860719|17916,0.002002198,3.69E-04,5.469966,up,Myo1f,"Mus musculus myosin IF (Myo1f), mRNA."
60209,0.007080789,0.001600844,69.31385,up,Slc15a2,
"4120102,6250687,2680746|67302",0.037829682,0.011120242,2.0733252,up,Zc3h13,"Mus musculus zinc finger CCCH type containing 13 (Zc3h13), mRNA."
"5270717,1740612|404710",0.002002198,4.41E-05,101.21205,up,Iqgap3,"Mus musculus IQ motif containing GTPase activating protein 3 (Iqgap3), mRNA. XM_980709 XM_987883 XM_987929 XM_987972 XM_988004 XM_988041 XM_988104"
6180411|56356,0.009814165,0.002323578,4.183145,up,Gltp,"Mus musculus glycolipid transfer protein (Gltp), mRNA."
6100719,0.030061577,0.008480066,3.886392,up,BC003236,
6220646|215929,0.001408559,2.24E-05,41.275963,down,AI317395,"Mus musculus expressed sequence AI317395 (AI317395), mRNA."
5810398|58809,0.005267862,0.001141744,3.0915947,down,Rnase4,"Mus musculus ribonuclease, RNase A family 4 (Rnase4), transcript variant 1, mRNA."
1940017|244209,1.09E-06,1.30E-09,383.08786,down,Cyp2r1,"Mus musculus cytochrome P450, family 2, subfamily r, polypeptide 1 (Cyp2r1), mRNA."
6650544,0.034938388,0.01010744,5.918096,down,LOC226486,
"6270020,4490450,2760086|64658",0.0188275,0.004922699,2.7008271,up,Mrps25,"Mus musculus mitochondrial ribosomal protein S25 (Mrps25), nuclear gene encoding mitochondrial protein, mRNA."
4860768|18861,0.002533668,5.01E-04,6.298684,up,Pms2,"Mus musculus postmeiotic segregation increased 2 (S. cerevisiae) (Pms2), mRNA."
510739|71853,4.26E-04,3.24E-06,5.5359807,down,Pdia6,"Mus musculus protein disulfide isomerase associated 6 (Pdia6), mRNA."
3940193,0.002002198,1.24E-04,13.596976,down,LOC238678,
1570398|11844,0.009179496,0.002150478,2.6276288,down,Arf5,"Mus musculus ADP-ribosylation factor 5 (Arf5), mRNA."
4890382|319149,0.004660331,9.91E-04,5.513416,up,Hist1h3d,"Mus musculus histone cluster 1, H3d (Hist1h3d), mRNA."
2650288|81896,0.043098725,0.012923259,16.481005,up,Ift122,"Mus musculus intraflagellar transport 122 homolog (Chlamydomonas) (Ift122), mRNA."
2490326|100041797,0.045230273,0.013666736,2.8991525,up,LOC100041797,"PREDICTED: Mus musculus hypothetical protein LOC100041797 (LOC100041797), mRNA."
"1710296,4850440,5090047|21428",0.005037604,0.001084848,2.239621,down,Mlx,"Mus musculus MAX-like protein X (Mlx), mRNA."
7320064|14874,0.002002198,2.44E-04,4.299394,down,Gstz1,"Mus musculus glutathione transferase zeta 1 (maleylacetoacetate isomerase) (Gstz1), mRNA."
4570292|19862,0.005182083,0.001120758,9.211521,up,Rnu6,"Mus musculus U6 small nuclear RNA (Rnu6), non-coding RNA."
6580047,0.006054826,0.001337888,5.2866263,up,LOC218617,
3610471,0.003912872,8.15E-04,5.2669225,up,1190028F09,
"3940484,4640360|207854",0.046111345,0.01402136,13.093633,up,Fmr1nb,"Mus musculus fragile X mental retardation 1 neighbor (Fmr1nb), mRNA."
6100440,0.019199448,0.005030663,4.703453,down,LOC327956,
6450678,0.002002198,6.47E-05,12.688445,down,LOC383613,
830561,0.025078315,0.006854512,4.02115,up,9430049I24Rik,
3780291|18746,0.002002198,4.69E-05,64.90898,up,Pkm2,"Mus musculus pyruvate kinase, muscle (Pkm2), mRNA. XM_979725 XM_979753 XM_979779 XM_979805 XM_979833 XM_979863 XM_979890 XM_979922 XM_979949"
4070209|18226,0.003880371,8.08E-04,4.225579,up,Nup62,"Mus musculus nucleoporin 62 (Nup62), mRNA."
3180097|15586,0.004414129,9.32E-04,6.933827,down,Hyal1,"Mus musculus hyaluronoglucosaminidase 1 (Hyal1), mRNA."
2810685|73690,0.002002198,9.86E-05,3.552305,up,Glipr1,"Mus musculus GLI pathogenesis-related 1 (glioma) (Glipr1), mRNA."
"4560382,6900164,2320750|50702",0.013494899,0.003335563,483.0309,down,Cfhr1,"Mus musculus complement factor H-related 1 (Cfhr1), mRNA."
2940059,0.012964198,0.003184886,15.796135,down,Olfr118,
"6280594,4780224,150192|228355",0.03585916,0.01042257,19.390453,down,Madd,"Mus musculus MAP-kinase activating death domain (Madd), mRNA."
2750082,3.47E-07,3.41E-10,624.90155,down,Cmah,
3140441,3.51E-07,3.55E-10,369.03812,down,Cmah,
1070358|66047,0.002002198,9.81E-05,2.3668144,up,Mrpl54,"Mus musculus mitochondrial ribosomal protein L54 (Mrpl54), nuclear gene encoding mitochondrial protein, mRNA."
1450768|57394,0.020278798,0.005358479,96.005356,up,Tmem27,"Mus musculus transmembrane protein 27 (Tmem27), mRNA."
5890600|233876,0.002930072,5.88E-04,13.060285,up,Hirip3,"Mus musculus HIRA interacting protein 3 (Hirip3), mRNA."
"5860020,5550273|22262",0.041194327,0.012271184,28.646713,down,Uox,"Mus musculus urate oxidase (Uox), mRNA."
830386,8.88E-11,1.03E-14,136.15594,down,Cyp2u1,
6330026|140743,0.002002198,8.27E-05,292.97806,up,Rem2,"Mus musculus rad and gem related GTP binding protein 2 (Rem2), mRNA."
4480500,0.016432885,0.004198189,9.566014,up,scl000205.1_10,
"4010095,6900561,2260647|100047009",0.02059049,0.005455137,4.2403417,up,LOC100047009,"PREDICTED: Mus musculus hypothetical protein LOC100047009 (LOC100047009), misc RNA."
510523|234725,0.029352829,0.008247867,55.569626,down,Zfp612,"Mus musculus zinc finger protein 612 (Zfp612), mRNA."
"6040475,840333|51813",0.006678936,0.001500138,5.6578884,down,Ccnc,"Mus musculus cyclin C (Ccnc), mRNA."
2120537|243085,0.006115197,0.00135335,37.764977,down,Ugt2b35,"Mus musculus UDP glucuronosyltransferase 2 family, polypeptide B35 (Ugt2b35), mRNA."
2630026,0.002002198,3.18E-04,873.53485,down,LOC384022,
2750184|67893,0.002002198,1.33E-04,5.012605,up,Tmem86a,"Mus musculus transmembrane protein 86A (Tmem86a), mRNA."
"3840113,6040403,1070487|270151",0.002002198,3.83E-04,5.4144573,down,Nlrx1,"Mus musculus NLR family member X1 (Nlrx1), mRNA."
670240|16952,0.004489115,9.50E-04,7.292826,up,Anxa1,"Mus musculus annexin A1 (Anxa1), mRNA."
"7200068,4590392,510315|59030",0.04419487,0.013301602,2.3939202,down,Mkks,"Mus musculus McKusick-Kaufman syndrome protein (Mkks), mRNA."
1850035|237403,0.002002198,1.58E-04,88.860435,up,Lingo3,"Mus musculus leucine rich repeat and Ig domain containing 3 (Lingo3), mRNA."
110709,0.002079109,4.01E-04,2.9857905,down,Crbn,
4830528,0.002002198,1.49E-04,2.1995966,up,Rangap1,
160463|19039,0.017296752,0.004455482,2.5321162,up,Lgals3bp,"Mus musculus lectin, galactoside-binding, soluble, 3 binding protein (Lgals3bp), mRNA."
6860682,0.002002198,3.46E-04,3.627502,up,LOC232887,
3830601|13808,0.008060928,0.001855084,13.647525,up,Eno3,"Mus musculus enolase 3, beta muscle (Eno3), mRNA."
"7100259,2650681|17380",2.20E-08,1.40E-11,150.44897,down,Mme,"Mus musculus membrane metallo endopeptidase (Mme), mRNA."
3190168,0.010691286,0.0025631,16.17425,up,LOC245147,
1570397,0.016620137,0.004256605,12.6560545,down,Mug-ps1,
1570465|68434,0.002002198,2.56E-04,2.1885474,down,1010001N08Rik,"PREDICTED: Mus musculus RIKEN cDNA 1010001N08 gene (1010001N08Rik), mRNA."
6110551|269378,0.002002198,2.22E-04,8.115103,down,Ahcy,"Mus musculus S-adenosylhomocysteine hydrolase (Ahcy), mRNA."
"160482,1170709|52882",0.015496817,0.00391332,2.5215042,down,Rgs7bp,"Mus musculus regulator of G-protein signalling 7 binding protein (Rgs7bp), mRNA."
"7200154,5560142|69097",5.51E-04,4.82E-06,10.456098,down,Trim15,"Mus musculus tripartite motif-containing 15 (Trim15), mRNA."
4010403,0.003675043,7.59E-04,3.475827,up,A830007F21Rik,
"4850164,6400113|11722",0.030105742,0.008495137,11.344282,down,Amy1,"Mus musculus amylase 1, salivary (Amy1), mRNA."
3130403|13116,0.03983301,0.011802288,37.00672,down,Cyp46a1,"Mus musculus cytochrome P450, family 46, subfamily a, polypeptide 1 (Cyp46a1), mRNA."
"6450291,2060612|330171",0.010746446,0.002577879,2.990249,up,Kctd10,"Mus musculus potassium channel tetramerisation domain containing 10 (Kctd10), mRNA."
"7400601,1070630,3840750|21928",0.021556053,0.005747741,3.5741644,up,Tnfaip2,"Mus musculus tumor necrosis factor, alpha-induced protein 2 (Tnfaip2), mRNA."
6290187|15254,0.002002198,9.12E-05,2.2826557,up,Hint1,"Mus musculus histidine triad nucleotide binding protein 1 (Hint1), mRNA."
1190487|99100,0.017294407,0.004453308,3.770364,up,Cep152,"Mus musculus centrosomal protein 152 (Cep152), mRNA."
4610242,0.00273289,5.44E-04,15.805107,up,A530082L16Rik,
"3930093,4220095,650307|100043821",7.04E-05,2.26E-07,40.046894,up,LOC100043821,"PREDICTED: Mus musculus hypothetical protein LOC100043821 (LOC100043821), mRNA."
5570646|72170,0.039289605,0.011612865,3.0585825,up,Chchd4,"Mus musculus coiled-coil-helix-coiled-coil-helix domain containing 4 (Chchd4), nuclear gene encoding mitochondrial protein, mRNA."
3440243,0.00778738,0.001783571,2.3633385,up,Gng12,
2100468,0.01634443,0.00417039,70.52406,down,Tlr5,
20440,0.002002198,1.68E-04,4.4652696,up,2810423A18Rik,
"730360,7150192,6860500|228790",0.019682227,0.005172371,2.1944385,up,Asxl1,"Mus musculus additional sex combs like 1 (Drosophila) (Asxl1), mRNA."
"270333,780048|434531",1.38E-04,5.71E-07,30.829437,down,Tcrg,"PREDICTED: Mus musculus T cell receptor gamma chain (Tcrg), mRNA."
3360162|18606,0.002002198,1.17E-04,37.66082,down,Enpp2,"Mus musculus ectonucleotide pyrophosphatase/phosphodiesterase 2 (Enpp2), mRNA."
3840037,0.032004964,0.009120864,14.796677,up,8030404L10Rik,
"4610707,5260253,6480497|11432",0.002002198,2.61E-04,2.292222,down,Acp2,"Mus musculus acid phosphatase 2, lysosomal (Acp2), mRNA."
7550010|230590,0.002342636,4.59E-04,13.898294,down,Zyg11a,"PREDICTED: Mus musculus zyg-11 homolog A (C. elegans) (Zyg11a), mRNA."
430706|672274,0.006374946,0.001420056,113.147026,up,LOC672274,"PREDICTED: Mus musculus similar to Transcription factor SOX-4 (LOC672274), mRNA."
4260286|231583,0.01718185,0.004419852,157.27513,down,Slc26a1,"Mus musculus solute carrier family 26 (sulfate transporter), member 1 (Slc26a1), mRNA."
610538|11772,0.014948797,0.003749416,2.0295687,up,Ap2a2,"Mus musculus adaptor protein complex AP-2, alpha 2 subunit (Ap2a2), mRNA."
70379|230584,0.003420438,7.00E-04,2.2020483,down,Yipf1,"Mus musculus Yip1 domain family, member 1 (Yipf1), mRNA."
5820192,0.005787658,0.001269645,107.210915,up,scl0003799.1_2,
4890154|233210,3.02E-04,1.87E-06,117.93042,up,Prr12,"Mus musculus proline rich 12 (Prr12), mRNA."
7050719|67778,0.002962434,5.95E-04,2.0334387,up,Zfp639,"Mus musculus zinc finger protein 639 (Zfp639), mRNA."
4230600,0.017165184,0.004414075,3.5068336,up,BC025076,
"50025,4670050,10541|19369",0.04038309,0.01199448,85.24201,down,Raet1b,"Mus musculus retinoic acid early transcript beta (Raet1b), mRNA."
5720743|68157,2.09E-04,1.00E-06,156.59993,up,6720475J19Rik,"PREDICTED: Mus musculus RIKEN cDNA 6720475J19 gene (6720475J19Rik), mRNA."
2260255|212539,0.018350214,0.004774018,11.083227,up,Gm266,"Mus musculus gene model 266, (NCBI) (Gm266), mRNA."
5340577|22436,0.016096903,0.004097919,4.535895,down,Xdh,"Mus musculus xanthine dehydrogenase (Xdh), mRNA."
4850241|217695,0.032774176,0.009373261,4.491008,down,Zfyve1,"Mus musculus zinc finger, FYVE domain containing 1 (Zfyve1), mRNA."
"5960541,2140082|19270",0.009266212,0.002172669,15.358038,down,Ptprg,"Mus musculus protein tyrosine phosphatase, receptor type, G (Ptprg), mRNA."
3710435,0.028839998,0.008077068,10.304834,up,LOC380637,
20196,0.002002198,8.56E-05,9.591766,down,Dleu2,
6130431|21912,0.037438106,0.010986552,3.8387525,up,Tspan7,"Mus musculus tetraspanin 7 (Tspan7), mRNA."
670427,3.53E-04,2.44E-06,7.6684046,up,Mif,
"540403,3180553|252864",0.045341335,0.013711141,2.626293,up,Dusp15,"Mus musculus dual specificity phosphatase-like 15 (Dusp15), mRNA."
6270082|66427,0.002002198,7.73E-05,3.5309372,down,Cyb5b,"Mus musculus cytochrome b5 type B (Cyb5b), mRNA."
1770424,0.01104499,0.00265908,2.5092428,up,Epb4.1l2,
5890403,7.90E-04,8.90E-06,2.9518967,down,5730405I09Rik,
5890307,0.002002198,4.94E-05,5.3699045,up,LOC384836,
2230672|13866,0.002002198,2.34E-04,42.809692,up,Erbb2,"Mus musculus v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian) (Erbb2), mRNA."
"3940639,5900424,4230452|384009",0.002002198,9.59E-05,304.18597,up,Glipr2,"Mus musculus GLI pathogenesis-related 2 (Glipr2), mRNA."
4540082|238393,0.013457807,0.003324059,26.675747,up,Serpina3f,"Mus musculus serine (or cysteine) peptidase inhibitor, clade A, member 3F (Serpina3f), mRNA."
2100768|328779,0.020196723,0.00533387,31.10142,down,Hs3st6,"Mus musculus heparan sulfate (glucosamine) 3-O-sulfotransferase 6 (Hs3st6), mRNA."
7330026,0.002002198,1.44E-04,13.515408,up,Egr2,
6290113|75178,7.30E-04,7.77E-06,56.40995,down,4930528F23Rik,"PREDICTED: Mus musculus RIKEN cDNA 4930528F23 gene (4930528F23Rik), mRNA."
1770634|381413,0.001626536,2.78E-05,43.37048,up,Gpr176,"Mus musculus G protein-coupled receptor 176 (Gpr176), mRNA."
990114|99371,0.023487683,0.006357241,2.2351465,down,Arfgef2,"Mus musculus ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) (Arfgef2), mRNA."
"6110605,2850593|233887",0.003261737,6.63E-04,2.3337991,up,Zfp553,"Mus musculus zinc finger protein 553 (Zfp553), mRNA."
"4040632,6480368|93765",0.028076375,0.007820156,2.9856918,down,Ube2n,"Mus musculus ubiquitin-conjugating enzyme E2N (Ube2n), mRNA."
1400092,0.002002198,2.63E-04,10.210706,up,Trrp4ap-pending,
"7320390,7160477|13000",0.002002198,8.45E-05,2.4495218,up,Csnk2a2,"Mus musculus casein kinase 2, alpha prime polypeptide (Csnk2a2), mRNA."
3120465|13014,0.01993715,0.005252052,2.577416,up,Cstb,"Mus musculus cystatin B (Cstb), mRNA."
2470273|676484,0.029470937,0.00828958,19.088741,up,LOC676484,"PREDICTED: Mus musculus hypothetical LOC676484 (LOC676484), mRNA."
1990093|320051,2.83E-04,1.65E-06,54.54249,down,Exph5,"Mus musculus exophilin 5 (Exph5), mRNA."
5560711|71706,0.001687979,2.95E-05,24.707853,down,Slc46a3,"Mus musculus solute carrier family 46, member 3 (Slc46a3), mRNA."
4290154|70925,0.024869042,0.006786521,2.6389735,down,Cdkn2aip,"Mus musculus CDKN2A interacting protein (Cdkn2aip), mRNA."
4230743,0.004903519,0.00105044,87.95513,up,Pmm1,
2260059|12162,0.020059481,0.005290081,36.912647,up,Bmp7,"Mus musculus bone morphogenetic protein 7 (Bmp7), mRNA."
"7400546,5550450|20924",0.002002198,3.28E-04,2.6390538,up,Supt5h,"Mus musculus suppressor of Ty 5 homolog (S. cerevisiae) (Supt5h), mRNA."
1580433|666621,0.015532542,0.003924011,2.1438282,up,LOC666621,"PREDICTED: Mus musculus similar to 40S ribosomal protein S2 (LOC666621), mRNA."
"4220139,4260097|13411",8.02E-04,9.10E-06,436.41245,up,Dnahc11,"Mus musculus dynein, axonemal, heavy chain 11 (Dnahc11), mRNA."
1570661,0.009313224,0.002185309,10.668139,down,LOC268782,
4220300|15371,0.006002401,0.001324567,2.7490113,down,Hmx1,"Mus musculus H6 homeo box 1 (Hmx1), mRNA."
1980301|14775,0.015160284,0.003811671,2.6798568,down,Gpx1,"Mus musculus glutathione peroxidase 1 (Gpx1), mRNA."
3460086|434246,0.002002198,7.30E-05,25.66789,down,Trim72,"Mus musculus tripartite motif-containing 72 (Trim72), mRNA."
2070367|223267,0.023578953,0.006387402,2.7346523,down,a2ld1,"Mus musculus AIG2-like domain 1 (a2ld1), mRNA."
1820102,0.008575456,0.001988875,3.5058007,up,D030069G17Rik,
610369|17685,0.00245505,4.84E-04,4.2478395,up,Msh2,"Mus musculus mutS homolog 2 (E. coli) (Msh2), mRNA."
630554|99982,0.002002198,5.34E-05,3.5856369,up,Aof2,"Mus musculus amine oxidase (flavin containing) domain 2 (Aof2), mRNA."
"1340544,5220484,5490224|14349",0.018792162,0.004911829,9.11959,up,Fv1,"Mus musculus Friend virus susceptibility 1 (Fv1), mRNA."
1580639,0.002134364,4.13E-04,11.012931,up,A630034I12Rik,
4060209,0.001081545,1.43E-05,3.412885,up,LOC225058,
5340551|214137,0.04867974,0.014977702,2.129214,down,Arhgap29,"Mus musculus Rho GTPase activating protein 29 (Arhgap29), mRNA."
4570451|12577,0.002002198,1.52E-04,40.00956,up,Cdkn1c,"Mus musculus cyclin-dependent kinase inhibitor 1C (P57) (Cdkn1c), mRNA."
3870463,0.0352954,0.01022808,2.6879573,down,1110020N13Rik,
"2850561,5090538,6620414|64704",0.007246495,0.001641557,4.6118784,up,Htra2,"Mus musculus HtrA serine peptidase 2 (Htra2), nuclear gene encoding mitochondrial protein, mRNA."
